"ID","Description","Gravity","Urgency","Trend","Type","Redirection","Local","Category"
"6483","condições   de pista muito rui para o acesso  dos caminhões umb  está foto mostra. como agente chega em algumas frente de serviço","3","3","3","2","2","US PEDRA BRANCA","6"
"6484","bancada 60 SW sem acesso para UMB Enaex","3","3","2","2","2","US MOSAIC CAJATI","6"
"6485","bancada com desnível e com muito risco de torção.","3","3","2","2","2","OPERAÇÕES -  PERNAMBUCO","6"
"6486","bancada -30NW sem acesso para UMB.","3","3","2","2","2","US MOSAIC CAJATI","6"
"6487","MVC-MONTENEGRO _x000d_
18/07/23._x000d_
Escavadeira com problema mecânico permaneceu próximo a área de detonação._x000d_
Posicionado dois caminhões RK fazendo a proteção do mesmo no momento do desmonte.","2","3","2","2","2","OPERAÇÕES -  RIO GRANDE DO SUL","9"
"6488","bancada -30NW com furo leve na crista com risco de projeção.","3","3","2","2","2","US MOSAIC CAJATI","9"
"6489","bancada 60 SW com furo leve na crista com risco de projeção após detonação","3","3","2","2","2","US MOSAIC CAJATI","9"
"6490","bancada -30NW com desnível acentuado no meio do carregamento de fogo.","3","3","2","2","2","US MOSAIC CAJATI","6"
"6491","furo da crista vazado.","2","2","2","2","2","US MOSAIC CAJATI","9"
"6492"," Portão do Paiol quebrado","2","3","2","2","2","US CARAIBA","11"
"6493","colaboradores parados atrás do balcão. no local tem sinalização para não permanecer atrás do balcão.","0","0","0","0","0","MATRIZ - PREDIO ADMINISTRATIVO","0"
"6494","Luva suja de emulsão na escada da bacia de contenção","2","2","2","1","2","US CARAIBA","4"
"6495","dificuldades na camada do capeamento devido a chuva durante carregamento de fogo locomoção de equipamentos e pessoas","3","3","2","2","2","US SAO MATHEUS","6"
"6496","caminhão de emulsão da blaster com a tubulação de saída quebrada, vazando emulsão","2","3","2","2","2","US CARAIBA","11"
"6497","Criente Cedro são José  riscos de queda","3","3","2","2","2","OPERAÇÕES -  PARANA","9"
"6498","VL COM FAROL BAIXO QUEIMADO._x000d_
VL DA ENAEX","2","3","2","2","2","US CARAIBA","11"
"6499","Criente Cedro são José  riscos de queda  de fraguimentos  de rochas de cima a baixo","3","3","2","2","2","OPERAÇÕES -  PARANA","9"
"6500","pontalete de sinalização de canaleta danificada","2","2","1","2","2","US S11D","4"
"6501","palito de dente na maçaneta do carro","0","0","0","0","0","OPERAÇÕES -  PLASMA","0"
"6502","placas danificadas!_x000d_
solicitar a manutenção delas e o concerto.","2","2","2","2","2","US ATLANTIC NICKEL","4"
"6503","contener da enaex aonde fica os auxiliares e operadores, muito quente. necessário que bote ar condicionado para solucionar o problema.... responsabilidade da enaexbrasil","2","3","2","2","2","US AURIZONA","5"
"6504","Funcionários da expedição Sérgio Gabriel e Marcos Vieira não higienizam as mãos para acessar o restaurante nas refeições.","0","0","0","0","0","MATRIZ - RESTAURANTE","0"
"6505","Criente Cedro  veiculo  UMB BOMBEANDO de baixo pra cima risco de pressão  em mangueira, e risco de lançamento  de fraguimentos de rochas de cima a  abaixo do   veiculo","3","3","2","2","2","OPERAÇÕES -  PARANA","6"
"6506","Luvas em local inadequado.","2","2","2","1","2","US CMOC FOSFATO","0"
"6507","portão da base do surubim quebrada","2","2","2","2","2","US CARAIBA","11"
"6508","bancada para fazer o carregamento, sem acesso para entrar com as umbs.... responsabilidade da contratante masa","3","3","2","2","2","US AURIZONA","6"
"6509","Criente Cedro são José  riscos de queda  e torção de pe","3","3","2","2","2","OPERAÇÕES -  PARANA","6"
"6510","Criente Cedro são José furos leves com altos riscos de ultra lançamento","3","3","2","2","2","OPERAÇÕES -  PARANA","9"
"6511","Ao Chegar para Carregamento do Fogo No Cliente Cedro Engenharia em Santa Catarina,  Não Havia Acesso para as Umb se posicionar na Bancada foi Necessário Fazer o Bombeamento De Baixo Para Cima .","3","3","2","2","2","OPERAÇÕES -  PARANA","6"
"6512","portão da base do surubim caiu depois de passarmos, tivemos que amarra-lo","2","2","2","2","2","US CARAIBA","11"
"6513","área da mina com bastante poeira, podendo ocasionar problemas respiratórios.... responsabilidade da contratante","2","3","2","2","2","US AURIZONA","6"
"6514","lixeiras da enaex em péssimas condições para o uso.... necessário lixeiras novas.... responsabilidade da enaexbrasil","2","2","2","2","2","US AURIZONA","4"
"6515","Sem sabão para lavar as mãos no banheiro masculino no prédio adm. piso superiro a vários dias.","2","2","2","2","3","MATRIZ - FACILITIES","4"
"6516","Ao Chegar Na Bancada  o Cliente Cedro Engenharia em Santa Catarina,  observando Que o Carregamento seria bem Próximo ao Talude do Banco Superior com risco de queda De Material.","2","3","2","2","2","OPERAÇÕES -  PARANA","9"
"6517","Descarte incorreto de máscara","2","2","1","1","2","US VALLOUREC","4"
"6519","o rádio de comunicação com dificuldade par falar no fundo de cava impedindo a  comunicação com os outros rádio","2","3","2","2","2","US ATLANTIC NICKEL","11"
"6520","Dia:18/07/23_x000d_
Turno:12:00 as 19:00_x000d_
Cm 101 está com a tampa que dá acesso ao painel de operação sem segurar aberta, os dois istensivos que seguram está tampa estão se pressão aí a porta fica arriando,do jeito que tá prá se operar o caminhão estou colocando um calço na tampa.","2","3","2","2","2","US CARAIBA","11"
"6521","Liquiport ELBL. _x000d_
_x000d_
Reaperto e reparo das mangueiras com vazamentos Perfuratriz. _x000d_
_x000d_
Risco de rompimento caso não reapertado frequentemente.","2","3","1","2","2","OPERAÇÕES -  PLASMA","11"
"6522","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Rompedor trabalhando muito próximo a escavadeira._x000d_
_x000d_
Risco de projeção de partículas.","3","3","2","2","2","OPERAÇÕES -  PLASMA","9"
"6523","Liquiport Vila Velha. _x000d_
_x000d_
Rompedor aguardando limpeza da fratura pela escavadeira. _x000d_
_x000d_
Risco de atraso nas atividades de futuras fragmentacoes.","2","2","1","2","2","OPERAÇÕES -  PLASMA","11"
"6524","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Escavadeira dando giro próximo ao compressor..Orientado operador Escavadeira. _x000d_
_x000d_
Risco de colisão.","2","2","2","2","2","OPERAÇÕES -  PLASMA","11"
"6525","Liquiport ELBL. _x000d_
_x000d_
Escavadeira dando giro muito próximo a Perfuratriz. _x000d_
_x000d_
_x000d_
Orientações a ambos os operadores dos riscos.","2","2","2","2","2","OPERAÇÕES -  PLASMA","9"
"6526","colaborador da expedição com aliança pendurada no crachá na área fabril","2","2","2","1","1","MATRIZ - EXPEDICAO","9"
"6527","Liquiport ELBL Vila Velha. _x000d_
_x000d_
Perfuratriz ELBL  com arame segurando emenda pra vedar vazamentos. _x000d_
_x000d_
Solicitado ao supervisor ELBl para que seja substituído por abraçadeiras.._x000d_
_x000d_
Risco de rompimento.","0","0","0","0","0","OPERAÇÕES -  PLASMA","0"
"6528","Liquiport ELBL. _x000d_
_x000d_
Escavadeira vom concha abrindo._x000d_
_x000d_
Risco de quedas de materiais não planejado e atraso no andamento das atividades de limpeza.","2","2","2","2","2","OPERAÇÕES -  PLASMA","11"
"6529","Material armazenado em local inadequado.","2","2","1","1","2","US VALE CARAJAS","4"
"6530","bomba de água que leva água para operação está com óleo contaminado","2","3","2","2","2","US ATLANTIC NICKEL","11"
"6531","colaborador caminhando fora do caminho seguro _x000d_
_x000d_
_x000d_
o mesmo foi orientado sobre os riscos de caminhar fora dos caminhos seguros","2","2","2","1","2","US MOSAIC CATALAO","6"
"6532","copo Descartável na estrada da mina _x000d_
_x000d_
Foi Retirado o Copo da estrada é colocado no lugar correto","0","0","0","0","0","US MOSAIC CATALAO","0"
"6533","estrada dos paiois ruim _x000d_
_x000d_
Foi Comunicado ao Supervisor da area foi resolvido","2","3","2","2","2","US MOSAIC CATALAO","6"
"6534","Caminho seguro sem a placa de sinalizão indicando como Caminho seguro. Responsabilidade do Cliente.","2","2","2","2","2","US AURIZONA","4"
"6535","Sem condições de acesso para a praça de carregamento. Da Enaex.","3","3","2","2","2","US AURIZONA","6"
"6536","colaborador caminhando fora do caminho seguro _x000d_
_x000d_
_x000d_
o mesmo foi orientado sobre os riscos de caminhar fora dos caminhos seguros","2","2","2","0","2","US MOSAIC CATALAO","6"
"6537","Terceiro realizando trabalho em altura na CTR sem conto(colocando lona em caçamba).","2","2","2","1","4","MATRIZ - MEIO AMBIENTE","9"
"6538","Contenner da sala de Nitrito com o Piso, com mau estado de acesso.","2","3","2","2","2","US AURIZONA","6"
"6539","rocha na estrada de acesso aos paióis ,risco de corte dos pneus dos veículos _x000d_
_x000d_
as rochas foi retiradas com segurança","0","0","0","0","0","US MOSAIC CATALAO","0"
"6540","rocha na estrada de acesso aos paióis ,risco de corte dos pneus dos veículos _x000d_
_x000d_
as rochas foi retiradas com segurança","2","2","2","2","2","US MOSAIC CATALAO","6"
"6541","vários blocos soltos, risco de cair sobre equipamentos e pessoas","3","3","2","2","2","CD PARANA","9"
"6542","","0","0","0","0","0","US VALE SUL","0"
"6543","sinalizadores de vias caído na estrada , _x000d_
_x000d_
foram coletados e colocados no devido lugar","2","2","1","2","2","US MOSAIC CATALAO","4"
"6544","Paiol de acessórios com insetos peçonhentos (Vespa)","2","2","2","2","2","US VALE VERDE","7"
"6545","Tampa de caixa solidária com avaria.","2","2","2","2","2","US VALE VERDE","11"
"6546","pontalete fora da leira _x000d_
_x000d_
Foi colocado o pontalete no local","2","2","1","2","2","US MOSAIC CATALAO","4"
"6547","placas de avisos de detonação sujas _x000d_
_x000d_
foram limpas às placas","2","2","1","2","2","US MOSAIC CATALAO","4"
"6548","caminho seguro Para o britapim.","0","0","0","0","0","MATRIZ - PLANTA COMP. METALICOS","0"
"6549","estradas dos paióis gerando muita poeira , _x000d_
_x000d_
foi solicitado o caminhao pipa para umectação","2","3","2","2","2","US MOSAIC CATALAO","6"
"6550","Luvas apresentando desgaste natural , reduzindo a proteção das mãos._x000d_
_x000d_
foram descartadas e adquiridas novas luvas.","2","2","1","2","2","US MOSAIC CATALAO","2"
"6551","copo Descartável na estrada da mina _x000d_
_x000d_
Foi Retirado o Copo da estrada é colocado no lugar correto","0","0","0","0","0","US MOSAIC CATALAO","0"
"6552","cristã da bancada sem leira","3","3","2","2","2","CD PARANA","9"
"6553","Durante o abastecimento de diesel no UMB 1084, o operador de comboio deixou derramar diesel no tanque.","2","3","2","2","2","US VALE VERDE","11"
"6554","colaborador caminhando fora do caminho seguro _x000d_
_x000d_
_x000d_
o mesmo foi orientado sobre os riscos de caminhar fora dos caminhos seguros","2","2","1","2","2","US MOSAIC CATALAO","9"
"6555","UMB com ergonomia errada de operação UMR 1057","3","3","2","2","2","OPERAÇÕES - MINAS GERAIS","5"
"6556","Caminhão da Enaex. Se encontra sem ar-condicionado.","2","3","2","2","2","US AURIZONA","11"
"6557","trajeto que dar acesso ate o local de carregamento foi cortado por lavra, deixando a Equipe Enaex sem rota de fuga ou emergencia","4","4","3","2","2","US AURIZONA","9"
"6558","contenner de vestiario da Enaex, com o teto com goteiras. até mesmo quando está chovendo.","2","3","2","2","2","US AURIZONA","4"
"6559","Cabos estão expostos embaixo da mesa do Diretor Danilo e também da mesa de reuniões da sala dele. pode ocasionar acidente._x000d_
_x000d_
mesmo após TI organizar não ficou bom, será necessário uma obra civil para criar canaleta embaixo do carpete. acionar Manutenção._x000d_
obrigado","2","2","2","2","3","MATRIZ - FACILITIES","4"
"6560","Caixas descartadas não conforme, pois as mesmas devem ser desmontadas","2","2","2","1","2","US VALE CARAJAS","4"
"6561","Mangueiras fora do padrão normal","1","1","1","1","2","US VALE CARAJAS","4"
"6562","Isolamento não conforme ao padrão","2","2","1","1","2","US VALE CARAJAS","4"
"6563","","2","3","2","2","2","US ATLANTIC NICKEL","11"
"6565","mais veículos sem utilizar calços nas rodas","0","0","0","0","0","US TOCANTINZINHO","0"
"6567","corrente de finalização quebrada","2","2","1","2","2","US SOSSEGO","4"
"6568","tampa de proteção de equipamento quebrada","0","0","0","0","0","US SOSSEGO","0"
"6569","tampa de proteção do alarme quebrada","2","2","1","2","2","US SOSSEGO","4"
"6570","Equipe de construção realizando trabalhos em altura na chuva (andaime)","3","3","3","1","2","CD CEZARINA","9"
"6571","tampa de proteção de equipamento quebrada","2","2","2","2","2","US SOSSEGO","11"
"6572","tampa aberta podendo gerar abrigo de animais","2","2","1","1","2","US SOSSEGO","4"
"6573","placa de indentificaçao quebrada","2","2","2","2","2","US SOSSEGO","4"
"6574","palite quebrado podendo ocasionar quebra de níveis diferente","2","2","2","2","2","US SOSSEGO","4"
"6575","Colaboradores sem cinto com talabarte em local obrigatório o uso do mesmo.","0","0","0","0","0","OPERAÇÕES -  PLASMA","0"
"6576","mangueira de sopro de furos danificada da empresa Weilller que dá apoio pro carregamento de fogo, foi solicitado pro operador fazer a troca","2","3","2","2","2","US SAO MATHEUS","11"
"6577","caminhão estacionado na mina sem rota de fuga","4","4","3","2","2","US AURIZONA","9"
"6578","Colaborador retirando amostra de emulsão sem luvas. Observação, melou as mãos.","3","3","3","1","2","US VALE VERDE","2"
"6579","Ao abastecer a UMB observei um corpo estranho na Emulsão pois a mesma estava contaminada com retentor de Boracha o mesmo podendo paralisar as atividades por conta de obstruir a passagem,  procedimento feito retirada do corpo estranho da Emulsão.","3","3","2","2","2","US PEDRA BRANCA","11"
"6580","operador de umb retirando amostra de emulsão  sem luva de proteção.","3","3","3","1","2","US VALE VERDE","2"
"6581","Extintor de combate a incêndio com a carga vencida_x000d_
Foi substituído o extintor de combate a incêndio da caminhonete baú.","3","3","1","2","2","US S11D","2"
"6582","Farol de assistência sem a lente de proteção","2","3","2","2","2","US PEDRA BRANCA","11"
"6583","funcionários do bombeamento da masa trabalhando sem luvas de segurança","0","0","0","0","0","US AURIZONA","0"
"6584","Quimassa Mineração carregamento com mangueira longa causando pressão no bombeamento _x000d_
- Correto a MB chegar mais próximo  da bancada e usar mangueira curta para não causar pressão no carregamento.","2","3","2","2","2","OPERAÇÕES -  SÃO PAULO","9"
"6585","fazendo limpeza no misturador do 1091 misturador está obstruído com corpo estranho","3","3","2","2","2","US ATLANTIC NICKEL","11"
"6586","fazendo limpeza no misturadorde produto do caminhão 1091 encontrado material estranho do mesmo .","3","3","2","2","2","US ATLANTIC NICKEL","11"
"6587","acessos perpendicular ao acesso do paiol sem placa PARE_x000d_
_x000d_
foi repassado para sinalização da mina","0","0","0","0","0","US ATLANTIC NICKEL","0"
"6588","funcionário R&D subindo escada do refeitório sem utilizar corrimão _x000d_
_x000d_
funcionário foi orientado","0","0","0","0","0","US ATLANTIC NICKEL","0"
"6589","acessos perpendicular ao acesso do paiol sem placa PARE_x000d_
_x000d_
foi repassado para sinalização da mina","2","3","2","2","2","US ATLANTIC NICKEL","4"
"6590","polígono F08 178 020 sem leira de proteção na crista _x000d_
_x000d_
foi solicitado correção para iniciarmos o carregamento","3","3","2","2","2","US ATLANTIC NICKEL","9"
"6591","bancada R5b -002 902 com acesso ruim podendo cortar os pneus _x000d_
_x000d_
devido a dificuldades do piso, não foi possível realizar manutenção com equipamentos, foi feito a retirada de pequenos blocos manualmente para garantir a integridade do equipamento","3","3","2","2","2","US ATLANTIC NICKEL","6"
"6592","Carreta da ERS manobrando de ré próximo ao dep. 105 sem auxilio de um colaborador e sem sinalização.","3","3","2","1","1","MATRIZ - DEPÓSITOS","6"
"6593","caminhonete quebrada na curva sem sinalização dentro da mina _x000d_
_x000d_
foi abordado pessoalmente e pedido para sinalizar com cones e avisar a supervisão de mina","2","2","2","1","2","US ATLANTIC NICKEL","6"
"6594","perfuratriz PF016 estava abastecendo no acesso do polígono R6A 040 011 deixando a área sem acesso de fuga _x000d_
_x000d_
operador foi orientado para retirar a máquina de acesso e abastecer em outro local","3","3","2","1","2","US ATLANTIC NICKEL","9"
"6595","cruzamento de caminhão fora de estrada e rodoviário sem apoio de um sinaleiro na mina no lado leste / banco 82_x000d_
_x000d_
intenso tráfego com risco de colisão. _x000d_
_x000d_
foi reportado a situação para o supervisor e colocado sinaleiro para controlado fluxo de veículos","3","3","2","2","2","US ATLANTIC NICKEL","6"
"6596","funcionário da R&D subindo a escada falando ao celular _x000d_
_x000d_
o colaborador foi avisado de imediato","0","0","0","0","0","US ATLANTIC NICKEL","0"
"6597","caminhonete Tag R&D 054 rodando na mina com giroflex desligado _x000d_
_x000d_
foi visado o condutor via rádio","2","2","1","1","2","US ATLANTIC NICKEL","9"
"6598","camionete Ena 021 na baia de estacionamento com a porta do passageiro aberta.","2","2","2","1","2","US CMOC NIOBIO","9"
"6599","ferramentas manuais sem inspeção.","2","3","2","1","2","US CMOC NIOBIO","9"
"6600","Pontalete caído. _x000d_
realizado o recolhimento e descarte do mesmo.","1","1","1","1","2","US CMOC NIOBIO","4"
"6601","litro de óleo em local inadequado._x000d_
recolhido e descartado adequadamente.","1","1","1","1","2","US CMOC NIOBIO","4"
"6602","compressor, teste de fumaça preta vencida. realizado a paralisação do mesmo.","2","3","2","1","2","US CMOC NIOBIO","9"
"6604","Pontalete caído._x000d_
realizado o posicionamento e instalação do mesmo.","1","1","1","2","2","US CMOC NIOBIO","4"
"6605","estopa descartada em local inadequado._x000d_
realizado o descarte adequado.","1","1","1","1","2","US CMOC NIOBIO","4"
"6606","cabo energizado","2","2","2","1","2","CD PARANA","4"
"6607","Quimassa Mineração carregamento com risco de queda de material do talude do lado da bancada._x000d_
- Se atentar a calquer risco de queda de material.","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","6"
"6608","US CARAIBA  dos vermelhos _x000d_
penu trazido furado vazando pelo o pito","2","3","2","2","2","US CARAIBA","11"
"6609","cabo solto, risco de enroscar o pé e cair","2","2","2","1","2","CD PARANA","6"
"6610","Bacias de contenção armazenado em local indevido no canteiro de empresa parceira.","2","2","2","1","2","US MINERACAO MORRO DO IPE","4"
"6611","cabo solto, risco de enroscar o pé e cair","0","0","0","0","0","CD PARANA","0"
"6612","risco de queda","2","2","2","1","2","CD PARANA","4"
"6613","fogo sem leira cv central banco 330 fogo 230710","3","3","2","2","2","US MARACA","9"
"6614","carro estacionado de frente em frente à oficina de caminhões","2","2","2","1","3","MATRIZ - FROTA E EQUIPAMENTOS","6"
"6615","filtro da bomba de  Água obstruído._x000d_
_x000d_
caminhão UMR 1085","2","3","2","2","2","US ATLANTIC NICKEL","11"
"6616","mangueira de ar do guarda corpo estourada","2","3","2","2","2","US ATLANTIC NICKEL","11"
"6617","direção da UMB 1068 pesada com dificuldade para fazer manobra","2","3","2","2","2","US CARAIBA","11"
"6618","camionete da Brazauro estacionada de frente e sem calço","0","0","0","0","0","US TOCANTINZINHO","0"
"6619","estacionamento de equipamentos em local inadequado assim alguns operadores da uim estao praticando essa pratica insegura os mesmos fazem a pre manobra bloqueando a passagem dos demais","2","3","2","1","2","US AURIZONA","6"
"6620","carreta com dificuldades na subida de acesso a operação Sabará.","3","3","2","2","2","OPERAÇÕES - MINAS GERAIS","6"
"6621","material improvisando na VL de explosivos...já foi informado aos responsáveis porém até o momento não foi solucionado o problema","2","3","2","2","2","US PEDRA BRANCA","11"
"6622","local onde estavamos fazendo carregamento estava sem rota de fuga","4","4","3","2","2","US AURIZONA","9"
"6623","árvores muito grande ao lado muito próximo dos alojamento com risco de cair sobre os alojamentos","2","2","2","2","2","US TOCANTINZINHO","4"
"6624","estacionamento de equipamentos em local inadequado assim alguns operadores da uim estao praticando essa pratica insegura os mesmos fazem a pre manobra bloqueando a passagem dos demais","0","0","0","0","0","US AURIZONA","0"
"6625","funcionária da sodexo que realizava descarte de folhas e galhos estava na área de depósitos sem capacete","3","3","2","1","3","MATRIZ - FACILITIES","2"
"6626","Cápsula com furo","4","4","4","2","4","US VALLOUREC","8"
"6627","portas de VL de explosivos em mais estados de conservação.","2","3","2","2","2","US PEDRA BRANCA","11"
"6628","Descartes incorreto de bituca de cigarro.","2","2","2","1","2","US VALLOUREC","4"
"6629","material na frente do fogo só tombado, podendo prejudicar o lançamento do próximo desmonte, comprometendo o resultado do lançamento da pilha .","2","3","2","2","2","OPERAÇÕES -  CEZARINA","9"
"6630","ao término do carregamento, realizando uma inspeção de rotina foi identificado uma união das ponta do cordel de maneira inadequada . _x000d_
_x000d_
Ação tomada orientada a equipe que realizou a atividade. retreinando qual a forma correta da união dos cordel .","2","3","2","1","2","OPERAÇÕES -  CEZARINA","9"
"6631","descarte incorreto de lixo.","1","1","1","1","2","US VALLOUREC","4"
"6632","camioneta da brazauro estacionada de frente e está sem o calço","0","0","0","0","0","US TOCANTINZINHO","0"
"6633","portão do depósito 117 com trilho quebrado, com perigo de cair em algum colaborador.","2","3","2","2","1","MATRIZ - EXPEDICAO","11"
"6634","Rampa velha da sn3 até décimo quarto desvio sem sinal de rádio amador","3","3","2","2","2","US CARAIBA","11"
"6635","Farol baixo dianteiro do lado esquerdo do cm 15 está queimado","2","3","2","2","2","US CARAIBA","11"
"6636","cachorro solto na planta, movimentando-se entre os veículos pesados","2","2","2","1","4","MATRIZ - EXPEDICAO","0"
"6637","Rampa velha muito esburacada","3","3","2","2","2","US CARAIBA","6"
"6638","UMB 1065, com duas lanternas laterais lado direito quebradas, uma delas está queimada.","2","3","2","2","2","US CARAIBA","11"
"6639","UMB 1088 , com vazamento no cilindro de elevação da proteção da gaiola.","2","3","2","2","2","US CARAIBA","11"
"6640","guarda corpo do cm 15 quebrado","3","3","2","2","2","US CARAIBA","2"
"6641","UMB 1065, com duas lanternas laterais lado direito quebradas, uma delas está queimada.","0","0","0","0","0","US CARAIBA","0"
"6642","UMB 1088, Precisando fazer limpeza e higienização no ar condicionado.","2","3","2","2","2","US CARAIBA","11"
"6643","UMB 1065, com duas lanternas laterais lado direito quebradas, uma delas está queimada.","2","3","2","2","2","US CARAIBA","11"
"6644","UMB 1065, caixa da chave seletora de função ( patola, operação) se encontra quebrada precisando ser substituída.","2","3","2","2","2","US CARAIBA","11"
"6645","UMB 1065, com duas lanternas laterais lado direito quebradas, uma delas está queimada.","0","0","0","0","0","US CARAIBA","0"
"6646","UMB 1065, precisando substituír os reparos da bomba do nitrito.","2","3","2","2","2","US CARAIBA","11"
"6647","trajeto entre depósito 351 e 126 em pessimas condicçoes, com valas grandes em virtude da falta de escoamento","3","3","2","2","1","MATRIZ - DEPÓSITOS","4"
"6648","UMB 1088 , com vazamento no cilindro de elevação da proteção da gaiola.","0","0","0","0","0","US CARAIBA","0"
"6649","caminhonete da empresa R&D realizando manobra de ré com motorista sem fazer o uso do cinto de segurança _x000d_
_x000d_
foi sinalizado para o motorista para fazer o uso do cinto","0","0","0","0","0","US ATLANTIC NICKEL","0"
"6650","caminhonete Tag 004 da Atlantic Nickel estacionada próxima ao pé do talude com risco de queda de material _x000d_
_x000d_
foi pedido para o motorista parar a caminhonete em local seguro","0","0","0","0","0","US ATLANTIC NICKEL","0"
"6651","polígono R6A 034 caindo material do talude próximo a praça de carregamento com explosivo _x000d_
_x000d_
foi feito uma limitação da área para trabalharmos com segurança","3","3","2","2","2","US ATLANTIC NICKEL","6"
"6652","UMB parado sem a utilização de calço nos pneus _x000d_
_x000d_
foi feita a colocação dos calços de imediato","2","2","2","1","2","US ATLANTIC NICKEL","9"
"6653","Pedreira Dovalle 19.07.23_x000d_
Ao chegar no banco de carregamento observamos que a equipe não tinha finalizado a furação do fogo._x000d_
Ações aguardando a finalização dos furos.","2","2","2","1","2","OPERAÇÕES -  SÃO PAULO","9"
"6654","Pedreira Dovalle 19.07.23_x000d_
Antes de fazer o disparo do desmonte tivermos uma conversa com o técnico de segurança da Pedreira Dovalle. _x000d_
Para reforçar o abrigos do pessoal que fica no pátio do carregamento tivermos um bom resultado na hora do disparo do fogo .","0","0","0","0","0","OPERAÇÕES -  SÃO PAULO","0"
"6655","Pedreira Dovalle 19.07.23_x000d_
Carregamento e desmonte piso com desnível perigo de queda ou torção _x000d_
Ações orientar a equipe ao caminhar avaliação de tampão maior .","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","6"
"6656","colaborador ao sair com o veículo, não esperou o passageiro fechar a porta e já iria sair com o veículo, _x000d_
o mesmo foi abordado imediatamente e orientado sobre a situação.","3","3","2","1","2","US MOSAIC CAJATI","6"
"6657","Colaborador sem usar máscara no plano de carregamento, com perfuratrizes próximos.","3","3","2","1","2","US VALE VERDE","2"
"6658","porta de Truck TLGA nos pátio 115a aberta sem nenhum funcionário no local. dia 28/02","2","2","2","1","1","MATRIZ - EXPEDICAO","9"
"6659","container da Enaex quando chove apresenta muitas goteiras, dificuldade assim, realizar as tarefas de trabalho, risco de danificar equipamentos elétricos","2","3","2","2","2","US AURIZONA","4"
"6660","colaborador parou o carro em lugar não apropriado para outro colaborador descer, o mesmo foi abordado e orientado sobre a situação","2","2","1","1","2","US MOSAIC CAJATI","6"
"6661","caixa da água com vazamento no prédio administrativo, foi i formado ao pessoal de EHS e o mesmo já havia comunicado a infra e desligado o registro","2","3","2","2","2","US MOSAIC CAJATI","4"
"6662","Refeitório se encontra sempre de portas abertas com risco de poeira. Ao lado da porta do refeitório ficada o acesso de veículos..","2","2","2","1","2","US TOCANTINZINHO","4"
"6663","escada torta da CB 122 na operação de Serra leste","2","3","2","2","2","US VALE CARAJAS","11"
"6664","Vegetação bloqueando a visão na entrada do ponto de apoio, motoristas de veículos pesados com má visibilidade._x000d_
O cliente foi informado para tomar medidas de segurança.","3","3","2","2","2","US MOSAIC TAPIRA","4"
"6665","dificuldades para iniciar o estopim, talvez seja pelo umidade na ponta do estopim ou porque tem pouca pólvora no início (cabeça)","2","3","2","2","4","OPERAÇÕES - MINAS GERAIS","8"
"6666","Trechos do caminho seguro está se quebrando nas laterais, nas proximidades da oficina mecânica.","2","2","2","2","1","FILIAL ESCADA","4"
"6667","caminhão ITL7189 com aquecimento na roda, parei o veículo e procurei um mecânico que solucionou o problema","0","0","0","0","0","OPERAÇÕES -  CEARÁ","0"
"6668","Verificar luz nas escadas de acesso ao vestiário pelo refeitório as mesmas ficam no escuro quando acaba a luz, fica difícil para andar nelas a noite 🌙.","2","3","2","2","3","MATRIZ - LAVANDERIA","4"
"6669","vagas externas dos pátio 117 desniveladas","2","2","2","2","1","MATRIZ - EXPEDICAO","6"
"6670","Fragmentos de rocha  sobre  a estrada  em uma curva de acesso  cava norte da mina._x000d_
_x000d_
_x000d_
Realizado  a retirada  do fragmento rocha do local .","2","2","2","2","2","US MSC PATROCINIO","6"
"6671","caminhão ITL7189 com aquecimento na roda, parei o veículo e procurei um mecânico que solucionou o problema","2","3","2","2","2","OPERAÇÕES -  CEARÁ","11"
"6672","não temos atendimento da enfermaria a noite, porém ar condicionado do DSO 24 horas ligado, empresa que investe em geração de energia limpa e outros assuntos não pode acontecer isso, sala do Dr ar ligado a noite inteira pro gasparzinho.....","0","0","0","0","0","MATRIZ - SAUDE OCUPACIONAL","0"
"6673","Mangueira descartada em local inadequado.","2","2","2","1","2","US ATLANTIC NICKEL","4"
"6674","Ferramenta depositada em local inadequado. Foi informado ao responsável e feito a retirada","2","2","1","1","2","US ATLANTIC NICKEL","4"
"6675","Ferramenta depositada em local inadequado. Foi informado ao responsável e feito a retirada","0","0","0","0","0","US ATLANTIC NICKEL","0"
"6676","Pedra no caminho do passageiro","2","2","1","2","2","US NEXA ARIPUANA","4"
"6677","Necessidade de grade de proteção.","2","2","2","2","2","US NEXA ARIPUANA","4"
"6678","brita fora dos padrões para realizar o tampão..muito barro misturado..","3","3","2","2","2","OPERAÇÕES -  CEZARINA","9"
"6679","Ao transitar na via principal da unidade, do ponto de apoio até a portaria, um galho seco de árvore caiu no parabrisa da caminhonete, placa RMQ8I33, o galho era pequeno e leve, sem danos ao veículo e pessoas.","2","2","2","2","2","US MOSAIC TAPIRA","11"
"6680","vários depósitos com ninhos de vespa se acumulando.","2","2","2","2","4","MATRIZ - DEPÓSITOS","4"
